,subject,which_regions,demog_question,demog_response,culture
3584,SS1609391110803,character(0),overseaexpnum,没有国际经历,CN
3585,SS1609391110803,character(0),firstlanguage,是,CN
3586,SS1609391110803,character(0),monolingual,是，我是多语者,CN
3587,SS1609391110803,character(0),targetlanguage,能,CN
3588,SS1609391110803,character(0),objectiveses,一年或多年大学教育，无学位,CN
3589,SS1609391110803,character(0),subjectiveses,4,CN
3590,SS1609394084810,亚洲,zipcode,3623,CN
3591,SS1609394084810,亚洲,resimobinum,2,CN
3592,SS1609394084810,亚洲,abroadexp,是,CN
3593,SS1609394084810,亚洲,overseaexpnum,没有国际经历,CN
3594,SS1609394084810,亚洲,firstlanguage,是,CN
3595,SS1609394084810,亚洲,monolingual,是，我是多语者,CN
3596,SS1609394084810,亚洲,targetlanguage,能,CN
3597,SS1609394084810,亚洲,objectiveses,有过一些研究生经历,CN
3598,SS1609394084810,亚洲,subjectiveses,5,CN
3599,SS1609395698854,character(0),zipcode,1014,CN
3600,SS1609395698854,character(0),resimobinum,2,CN
3601,SS1609395698854,character(0),abroadexp,否,CN
3602,SS1609395698854,character(0),overseaexpnum,没有国际经历,CN
3603,SS1609395698854,character(0),firstlanguage,是,CN
3604,SS1609395698854,character(0),monolingual,不，我只说中文,CN
3605,SS1609395698854,character(0),targetlanguage,不能,CN
3606,SS1609395698854,character(0),objectiveses,大专学历,CN
3607,SS1609395698854,character(0),subjectiveses,5,CN
3608,SS1609396253241,character(0),zipcode,,CN
3609,SS1609396253241,character(0),resimobinum,7,CN
3610,SS1609396253241,character(0),abroadexp,否,CN
3611,SS1609396253241,character(0),overseaexpnum,没有国际经历,CN
3612,SS1609396253241,character(0),firstlanguage,是,CN
3613,SS1609396253241,character(0),monolingual,不，我只说中文,CN
3614,SS1609396253241,character(0),targetlanguage,能,CN
3615,SS1609396253241,character(0),objectiveses,有过一些研究生经历,CN
3616,SS1609396253241,character(0),subjectiveses,5,CN
3617,SS1609396910985,character(0),zipcode,,CN
3618,SS1609396910985,character(0),resimobinum,5,CN
3619,SS1609396910985,character(0),abroadexp,否,CN
3620,SS1609396910985,character(0),overseaexpnum,一段国际经历,CN
3621,SS1609396910985,character(0),firstlanguage,是,CN
3622,SS1609396910985,character(0),monolingual,不，我只说中文,CN
3623,SS1609396910985,character(0),targetlanguage,能,CN
3624,SS1609396910985,character(0),objectiveses,有过一些研究生经历,CN
3625,SS1609396910985,character(0),subjectiveses,6,CN
3626,SS1609397448237,character(0),zipcode,,CN
3627,SS1609397448237,character(0),resimobinum,3,CN
3628,SS1609397448237,character(0),abroadexp,否,CN
3629,SS1609397448237,character(0),overseaexpnum,一段国际经历,CN
3630,SS1609397448237,character(0),firstlanguage,是,CN
3631,SS1609397448237,character(0),monolingual,是，我是多语者,CN
3632,SS1609397448237,character(0),targetlanguage,能,CN
3633,SS1609397448237,character(0),objectiveses,四年/五年制大学本科学位,CN
3634,SS1609397448237,character(0),subjectiveses,7,CN
3635,SS1609399711690,character(0),zipcode,1000,CN
3636,SS1609399711690,character(0),resimobinum,2,CN
3637,SS1609399711690,character(0),abroadexp,否,CN
3638,SS1609399711690,character(0),overseaexpnum,六段或更多国际经历,CN
3639,SS1609399711690,character(0),firstlanguage,是,CN
3640,SS1609399711690,character(0),monolingual,是，我是多语者,CN
3641,SS1609399711690,character(0),targetlanguage,能,CN
3642,SS1609399711690,character(0),objectiveses,有过一些研究生经历,CN
3643,SS1609399711690,character(0),subjectiveses,6,CN
3644,SS1609400144008,character(0),zipcode,1008,CN
3645,SS1609400144008,character(0),resimobinum,4,CN
3646,SS1609400144008,character(0),abroadexp,否,CN
3647,SS1609400144008,character(0),overseaexpnum,没有国际经历,CN
3648,SS1609400144008,character(0),firstlanguage,是,CN
3649,SS1609400144008,character(0),monolingual,不，我只说中文,CN
3650,SS1609400144008,character(0),targetlanguage,能,CN
3651,SS1609400144008,character(0),objectiveses,有过一些研究生经历,CN
3652,SS1609400144008,character(0),subjectiveses,3,CN
3653,SS1609400637045,character(0),zipcode,6180,CN
3654,SS1609400637045,character(0),resimobinum,4,CN
3655,SS1609400637045,character(0),abroadexp,否,CN
3656,SS1609400637045,character(0),overseaexpnum,没有国际经历,CN
3657,SS1609400637045,character(0),firstlanguage,是,CN
3658,SS1609400637045,character(0),monolingual,是，我是多语者,CN
3659,SS1609400637045,character(0),targetlanguage,能,CN
3660,SS1609400637045,character(0),objectiveses,一年或多年大学教育，无学位,CN
3661,SS1609400637045,character(0),subjectiveses,3,CN
3662,SS1609400971621,character(0),zipcode,1000,CN
3663,SS1609400971621,character(0),resimobinum,7,CN
3664,SS1609400971621,character(0),abroadexp,否,CN
3665,SS1609400971621,character(0),overseaexpnum,两段国际经历,CN
3666,SS1609400971621,character(0),firstlanguage,,CN
3667,SS1609400971621,character(0),monolingual,是，我是多语者,CN
3668,SS1609400971621,character(0),targetlanguage,能,CN
3669,SS1609400971621,character(0),objectiveses,有过一些研究生经历,CN
3670,SS1609400971621,character(0),subjectiveses,5,CN
3671,SS1609403281991,character(0),zipcode,371,CN
3672,SS1609403281991,character(0),resimobinum,5,CN
3673,SS1609403281991,character(0),abroadexp,否,CN
3674,SS1609403281991,character(0),overseaexpnum,一段国际经历,CN
3675,SS1609403281991,character(0),firstlanguage,是,CN
3676,SS1609403281991,character(0),monolingual,不，我只说中文,CN
3677,SS1609403281991,character(0),targetlanguage,能,CN
3678,SS1609403281991,character(0),objectiveses,有过一些研究生经历,CN
3679,SS1609403281991,character(0),subjectiveses,5,CN
3680,SS1609403452252,character(0),zipcode,1108,CN
3681,SS1609403452252,character(0),resimobinum,5,CN
3682,SS1609403452252,character(0),abroadexp,否,CN
3683,SS1609403452252,character(0),overseaexpnum,一段国际经历,CN
3684,SS1609403452252,character(0),firstlanguage,是,CN
3685,SS1609403452252,character(0),monolingual,是，我是多语者,CN
3686,SS1609403452252,character(0),targetlanguage,能,CN
3687,SS1609403452252,character(0),objectiveses,有过一些研究生经历,CN
3688,SS1609403452252,character(0),subjectiveses,5,CN
3689,SS1609407631513,character(0),zipcode,1000,CN
3690,SS1609407631513,character(0),resimobinum,5,CN
3691,SS1609407631513,character(0),abroadexp,否,CN
3692,SS1609407631513,character(0),overseaexpnum,六段或更多国际经历,CN
3693,SS1609407631513,character(0),firstlanguage,是,CN
3694,SS1609407631513,character(0),monolingual,是，我是多语者,CN
3695,SS1609407631513,character(0),targetlanguage,能,CN
3696,SS1609407631513,character(0),objectiveses,有过一些研究生经历,CN
3697,SS1609407631513,character(0),subjectiveses,7,CN
3698,SS1609408783276,character(0),zipcode,,CN
3699,SS1609408783276,character(0),resimobinum,2,CN
3700,SS1609408783276,character(0),abroadexp,否,CN
3701,SS1609408783276,character(0),overseaexpnum,没有国际经历,CN
3702,SS1609408783276,character(0),firstlanguage,是,CN
3703,SS1609408783276,character(0),monolingual,不，我只说中文,CN
3704,SS1609408783276,character(0),targetlanguage,能,CN
3705,SS1609408783276,character(0),objectiveses,四年/五年制大学本科学位,CN
3706,SS1609408783276,character(0),subjectiveses,5,CN
3707,SS1609412776217,character(0),zipcode,1000,CN
3708,SS1609412776217,character(0),resimobinum,6,CN
3709,SS1609412776217,character(0),abroadexp,否,CN
3710,SS1609412776217,character(0),overseaexpnum,没有国际经历,CN
3711,SS1609412776217,character(0),firstlanguage,是,CN
3712,SS1609412776217,character(0),monolingual,是，我是多语者,CN
3713,SS1609412776217,character(0),targetlanguage,能,CN
3714,SS1609412776217,character(0),objectiveses,四年/五年制大学本科学位,CN
3715,SS1609412776217,character(0),subjectiveses,5,CN
3716,SS1609422628010,character(0),zipcode,1500,CN
3717,SS1609422628010,character(0),resimobinum,1,CN
3718,SS1609422628010,character(0),abroadexp,否,CN
3719,SS1609422628010,character(0),overseaexpnum,没有国际经历,CN
3720,SS1609422628010,character(0),firstlanguage,是,CN
3721,SS1609422628010,character(0),monolingual,不，我只说中文,CN
3722,SS1609422628010,character(0),targetlanguage,能,CN
3723,SS1609422628010,character(0),objectiveses,一年或多年大学教育，无学位,CN
3724,SS1609422628010,character(0),subjectiveses,7,CN
3725,SS1609469598838,character(0),zipcode,4000,CN
3726,SS1609469598838,character(0),resimobinum,重庆,CN
3727,SS1609469598838,character(0),abroadexp,否,CN
3728,SS1609469598838,character(0),overseaexpnum,六段或更多国际经历,CN
3729,SS1609469598838,character(0),firstlanguage,是,CN
3730,SS1609469598838,character(0),monolingual,不，我只说中文,CN
3731,SS1609469598838,character(0),targetlanguage,能,CN
3732,SS1609469598838,character(0),objectiveses,大专学历,CN
3733,SS1609469598838,character(0),subjectiveses,7,CN
3734,SS1609475378861,其它,zipcode,1108,CN
3735,SS1609475378861,其它,resimobinum,5,CN
3736,SS1609475378861,其它,abroadexp,是,CN
3737,SS1609475378861,其它,overseaexpnum,没有国际经历,CN
3738,SS1609475378861,其它,firstlanguage,是,CN
3739,SS1609475378861,其它,monolingual,是，我是多语者,CN
3740,SS1609475378861,其它,targetlanguage,能,CN
3741,SS1609475378861,其它,objectiveses,有过一些研究生经历,CN
3742,SS1609475378861,其它,subjectiveses,10,CN
3743,SS1609479257730,character(0),zipcode,3001,CN
3744,SS1609479257730,character(0),resimobinum,1,CN
3745,SS1609479257730,character(0),abroadexp,否,CN
3746,SS1609479257730,character(0),overseaexpnum,一段国际经历,CN
3747,SS1609479257730,character(0),firstlanguage,是,CN
3748,SS1609479257730,character(0),monolingual,是，我是多语者,CN
3749,SS1609479257730,character(0),targetlanguage,能,CN
3750,SS1609479257730,character(0),objectiveses,四年/五年制大学本科学位,CN
3751,SS1609479257730,character(0),subjectiveses,4,CN
3752,SS1609483625579,character(0),zipcode,3000,CN
3753,SS1609483625579,character(0),resimobinum,2,CN
3754,SS1609483625579,character(0),abroadexp,否,CN
3755,SS1609483625579,character(0),overseaexpnum,两段国际经历,CN
3756,SS1609483625579,character(0),firstlanguage,是,CN
3757,SS1609483625579,character(0),monolingual,是，我是多语者,CN
3758,SS1609483625579,character(0),targetlanguage,能,CN
3759,SS1609483625579,character(0),objectiveses,四年/五年制大学本科学位,CN
3760,SS1609483625579,character(0),subjectiveses,6,CN
3761,SS1609487859941,character(0),zipcode,727,CN
3762,SS1609487859941,character(0),resimobinum,3,CN
3763,SS1609487859941,character(0),abroadexp,否,CN
3764,SS1609487859941,character(0),overseaexpnum,没有国际经历,CN
3765,SS1609487859941,character(0),firstlanguage,是,CN
3766,SS1609487859941,character(0),monolingual,是，我是多语者,CN
3767,SS1609487859941,character(0),targetlanguage,能,CN
3768,SS1609487859941,character(0),objectiveses,有过一些研究生经历,CN
3769,SS1609487859941,character(0),subjectiveses,4,CN
3770,SS1609490403304,character(0),zipcode,1008,CN
3771,SS1609490403304,character(0),resimobinum,3,CN
3772,SS1609490403304,character(0),abroadexp,否,CN
3773,SS1609490403304,character(0),overseaexpnum,没有国际经历,CN
3774,SS1609490403304,character(0),firstlanguage,是,CN
3775,SS1609490403304,character(0),monolingual,是，我是多语者,CN
3776,SS1609490403304,character(0),targetlanguage,能,CN
3777,SS1609490403304,character(0),objectiveses,四年/五年制大学本科学位,CN
3778,SS1609490403304,character(0),subjectiveses,6,CN
3779,SS1609491720621,character(0),zipcode,2000,CN
3780,SS1609491720621,character(0),resimobinum,2,CN
3781,SS1609491720621,character(0),abroadexp,否,CN
3782,SS1609491720621,character(0),overseaexpnum,没有国际经历,CN
3783,SS1609491720621,character(0),firstlanguage,是,CN
3784,SS1609491720621,character(0),monolingual,不，我只说中文,CN
3785,SS1609491720621,character(0),targetlanguage,能,CN
3786,SS1609491720621,character(0),objectiveses,一年或多年大学教育，无学位,CN
3787,SS1609491720621,character(0),subjectiveses,6,CN
3788,SS1609492340188,character(0),zipcode,2004,CN
3789,SS1609492340188,character(0),resimobinum,2,CN
3790,SS1609492340188,character(0),abroadexp,否,CN
3791,SS1609492340188,character(0),overseaexpnum,没有国际经历,CN
3792,SS1609492340188,character(0),firstlanguage,是,CN
3793,SS1609492340188,character(0),monolingual,是，我是多语者,CN
3794,SS1609492340188,character(0),targetlanguage,能,CN
3795,SS1609492340188,character(0),objectiveses,四年/五年制大学本科学位,CN
3796,SS1609492340188,character(0),subjectiveses,6,CN
3797,SS1609492679568,character(0),zipcode,5180,CN
3798,SS1609492679568,character(0),resimobinum,4,CN
3799,SS1609492679568,character(0),abroadexp,否,CN
3800,SS1609492679568,character(0),overseaexpnum,三到五段国际经历,CN
3801,SS1609492679568,character(0),firstlanguage,是,CN
3802,SS1609492679568,character(0),monolingual,是，我是多语者,CN
3803,SS1609492679568,character(0),targetlanguage,能,CN
3804,SS1609492679568,character(0),objectiveses,四年/五年制大学本科学位,CN
3805,SS1609492679568,character(0),subjectiveses,6,CN
3806,SS1609493526682,character(0),zipcode,2000,CN
3807,SS1609493526682,character(0),resimobinum,2,CN
3808,SS1609493526682,character(0),abroadexp,否,CN
3809,SS1609493526682,character(0),overseaexpnum,没有国际经历,CN
3810,SS1609493526682,character(0),firstlanguage,是,CN
3811,SS1609493526682,character(0),monolingual,不，我只说中文,CN
3812,SS1609493526682,character(0),targetlanguage,能,CN
3813,SS1609493526682,character(0),objectiveses,四年/五年制大学本科学位,CN
3814,SS1609493526682,character(0),subjectiveses,6,CN
3815,SS1609494868761,character(0),zipcode,2710,CN
3816,SS1609494868761,character(0),resimobinum,3,CN
3817,SS1609494868761,character(0),abroadexp,否,CN
3818,SS1609494868761,character(0),overseaexpnum,没有国际经历,CN
3819,SS1609494868761,character(0),firstlanguage,是,CN
3820,SS1609494868761,character(0),monolingual,不，我只说中文,CN
3821,SS1609494868761,character(0),targetlanguage,能,CN
3822,SS1609494868761,character(0),objectiveses,有过一些研究生经历,CN
3823,SS1609494868761,character(0),subjectiveses,3,CN
3824,SS1609506186383,character(0),zipcode,1000,CN
3825,SS1609506186383,character(0),resimobinum,2,CN
3826,SS1609506186383,character(0),abroadexp,否,CN
3827,SS1609506186383,character(0),overseaexpnum,没有国际经历,CN
3828,SS1609506186383,character(0),firstlanguage,是,CN
3829,SS1609506186383,character(0),monolingual,不，我只说中文,CN
3830,SS1609506186383,character(0),targetlanguage,能,CN
3831,SS1609506186383,character(0),objectiveses,四年/五年制大学本科学位,CN
3832,SS1609506186383,character(0),subjectiveses,6,CN
3833,SS1609553048222,character(0),zipcode,2255,CN
3834,SS1609553048222,character(0),resimobinum,3,CN
3835,SS1609553048222,character(0),abroadexp,否,CN
3836,SS1609553048222,character(0),overseaexpnum,没有国际经历,CN
3837,SS1609553048222,character(0),firstlanguage,是,CN
3838,SS1609553048222,character(0),monolingual,不，我只说中文,CN
3839,SS1609553048222,character(0),targetlanguage,能,CN
3840,SS1609553048222,character(0),objectiveses,四年/五年制大学本科学位,CN
3841,SS1609553048222,character(0),subjectiveses,3,CN
3842,SS1609553165145,character(0),zipcode,2255,CN
3843,SS1609553165145,character(0),resimobinum,3,CN
3844,SS1609553165145,character(0),abroadexp,否,CN
3845,SS1609553165145,character(0),overseaexpnum,一段国际经历,CN
3846,SS1609553165145,character(0),firstlanguage,是,CN
3847,SS1609553165145,character(0),monolingual,不，我只说中文,CN
3848,SS1609553165145,character(0),targetlanguage,能,CN
3849,SS1609553165145,character(0),objectiveses,一年或多年大学教育，无学位,CN
3850,SS1609553165145,character(0),subjectiveses,6,CN
3851,SS1609556835849,character(0),zipcode,3372,CN
