subject,which_regions,demog_question,demog_response,culture
SS1609234368670,character(0),firstlanguage,是,CN
SS1609234368670,character(0),monolingual,是，我是多语者,CN
SS1609234368670,character(0),targetlanguage,能,CN
SS1609234368670,character(0),objectiveses,有过一些研究生经历,CN
SS1609234368670,character(0),subjectiveses,4,CN
SS1609236181354,character(0),zipcode,5643,CN
SS1609236181354,character(0),resimobinum,1,CN
SS1609236181354,character(0),abroadexp,否,CN
SS1609236181354,character(0),overseaexpnum,没有国际经历,CN
SS1609236181354,character(0),firstlanguage,是,CN
SS1609236181354,character(0),monolingual,不，我只说中文,CN
SS1609236181354,character(0),targetlanguage,能,CN
SS1609236181354,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609236181354,character(0),subjectiveses,3,CN
SS1609238981425,character(0),zipcode,1008,CN
SS1609238981425,character(0),resimobinum,2,CN
SS1609238981425,character(0),abroadexp,否,CN
SS1609238981425,character(0),overseaexpnum,没有国际经历,CN
SS1609238981425,character(0),firstlanguage,是,CN
SS1609238981425,character(0),monolingual,是，我是多语者,CN
SS1609238981425,character(0),targetlanguage,能,CN
SS1609238981425,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609238981425,character(0),subjectiveses,6,CN
SS1609241808889,character(0),zipcode,2652,CN
SS1609241808889,character(0),resimobinum,4,CN
SS1609241808889,character(0),abroadexp,否,CN
SS1609241808889,character(0),overseaexpnum,没有国际经历,CN
SS1609241808889,character(0),firstlanguage,是,CN
SS1609241808889,character(0),monolingual,不，我只说中文,CN
SS1609241808889,character(0),targetlanguage,能,CN
SS1609241808889,character(0),objectiveses,有过一些研究生经历,CN
SS1609241808889,character(0),subjectiveses,3,CN
SS1609242245499,character(0),zipcode,0375,CN
SS1609242245499,character(0),resimobinum,3,CN
SS1609242245499,character(0),abroadexp,否,CN
SS1609242245499,character(0),overseaexpnum,没有国际经历,CN
SS1609242245499,character(0),firstlanguage,是,CN
SS1609242245499,character(0),monolingual,不，我只说中文,CN
SS1609242245499,character(0),targetlanguage,能,CN
SS1609242245499,character(0),objectiveses,有过一些研究生经历,CN
SS1609242245499,character(0),subjectiveses,3,CN
SS1609248452680,character(0),zipcode,2749,CN
SS1609248452680,character(0),resimobinum,4,CN
SS1609248452680,character(0),abroadexp,否,CN
SS1609248452680,character(0),overseaexpnum,没有国际经历,CN
SS1609248452680,character(0),firstlanguage,是,CN
SS1609248452680,character(0),monolingual,是，我是多语者,CN
SS1609248452680,character(0),targetlanguage,能,CN
SS1609248452680,character(0),objectiveses,有过一些研究生经历,CN
SS1609248452680,character(0),subjectiveses,3,CN
SS1609252307381,character(0),zipcode,,CN
SS1609252307381,character(0),resimobinum,2,CN
SS1609252307381,character(0),abroadexp,否,CN
SS1609252307381,character(0),overseaexpnum,没有国际经历,CN
SS1609252307381,character(0),firstlanguage,是,CN
SS1609252307381,character(0),monolingual,是，我是多语者,CN
SS1609252307381,character(0),targetlanguage,能,CN
SS1609252307381,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609252307381,character(0),subjectiveses,8,CN
SS1609254302236,character(0),zipcode,1008,CN
SS1609254302236,character(0),resimobinum,2,CN
SS1609254302236,character(0),abroadexp,否,CN
SS1609254302236,character(0),overseaexpnum,没有国际经历,CN
SS1609254302236,character(0),firstlanguage,是,CN
SS1609254302236,character(0),monolingual,不，我只说中文,CN
SS1609254302236,character(0),targetlanguage,能,CN
SS1609254302236,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609254302236,character(0),subjectiveses,5,CN
SS1609301941699,character(0),zipcode,1302,CN
SS1609301941699,character(0),resimobinum,3,CN
SS1609301941699,character(0),abroadexp,否,CN
SS1609301941699,character(0),overseaexpnum,一段国际经历,CN
SS1609301941699,character(0),firstlanguage,是,CN
SS1609301941699,character(0),monolingual,不，我只说中文,CN
SS1609301941699,character(0),targetlanguage,能,CN
SS1609301941699,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609301941699,character(0),subjectiveses,5,CN
SS1609304537384,character(0),zipcode,2760,CN
SS1609304537384,character(0),resimobinum,2,CN
SS1609304537384,character(0),abroadexp,否,CN
SS1609304537384,character(0),overseaexpnum,没有国际经历,CN
SS1609304537384,character(0),firstlanguage,是,CN
SS1609304537384,character(0),monolingual,不，我只说中文,CN
SS1609304537384,character(0),targetlanguage,能,CN
SS1609304537384,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609304537384,character(0),subjectiveses,7,CN
SS1609311237755,character(0),zipcode,7100,CN
SS1609311237755,character(0),resimobinum,2,CN
SS1609311237755,character(0),abroadexp,否,CN
SS1609311237755,character(0),overseaexpnum,一段国际经历,CN
SS1609311237755,character(0),firstlanguage,是,CN
SS1609311237755,character(0),monolingual,是，我是多语者,CN
SS1609311237755,character(0),targetlanguage,能,CN
SS1609311237755,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609311237755,character(0),subjectiveses,5,CN
SS1609311437110,character(0),zipcode,2520,CN
SS1609311437110,character(0),resimobinum,3,CN
SS1609311437110,character(0),abroadexp,否,CN
SS1609311437110,character(0),overseaexpnum,没有国际经历,CN
SS1609311437110,character(0),firstlanguage,是,CN
SS1609311437110,character(0),monolingual,不，我只说中文,CN
SS1609311437110,character(0),targetlanguage,能,CN
SS1609311437110,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609311437110,character(0),subjectiveses,5,CN
SS1609314218600,character(0),zipcode,,CN
SS1609314218600,character(0),resimobinum,3,CN
SS1609314218600,character(0),abroadexp,否,CN
SS1609314218600,character(0),overseaexpnum,三到五段国际经历,CN
SS1609314218600,character(0),firstlanguage,是,CN
SS1609314218600,character(0),monolingual,是，我是多语者,CN
SS1609314218600,character(0),targetlanguage,能,CN
SS1609314218600,character(0),objectiveses,有过一些研究生经历,CN
SS1609314218600,character(0),subjectiveses,6,CN
SS1609315463105,character(0),zipcode,100875,CN
SS1609315463105,character(0),resimobinum,4,CN
SS1609315463105,character(0),abroadexp,否,CN
SS1609315463105,character(0),overseaexpnum,没有国际经历,CN
SS1609315463105,character(0),firstlanguage,是,CN
SS1609315463105,character(0),monolingual,不，我只说中文,CN
SS1609315463105,character(0),targetlanguage,能,CN
SS1609315463105,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609315463105,character(0),subjectiveses,6,CN
SS1609318098340,character(0),zipcode,1008,CN
SS1609318098340,character(0),resimobinum,3,CN
SS1609318098340,character(0),abroadexp,否,CN
SS1609318098340,character(0),overseaexpnum,没有国际经历,CN
SS1609318098340,character(0),firstlanguage,是,CN
SS1609318098340,character(0),monolingual,不，我只说中文,CN
SS1609318098340,character(0),targetlanguage,能,CN
SS1609318098340,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609318098340,character(0),subjectiveses,4,CN
SS1609320517766,欧洲,zipcode,,CN
SS1609320517766,欧洲,resimobinum,1,CN
SS1609320517766,欧洲,abroadexp,是,CN
SS1609320517766,欧洲,overseaexpnum,没有国际经历,CN
SS1609320517766,欧洲,firstlanguage,是,CN
SS1609320517766,欧洲,monolingual,不，我只说中文,CN
SS1609320517766,欧洲,targetlanguage,能,CN
SS1609320517766,欧洲,objectiveses,大专学历,CN
SS1609320517766,欧洲,subjectiveses,8,CN
SS1609382454367,character(0),zipcode,2660,CN
SS1609382454367,character(0),resimobinum,4,CN
SS1609382454367,character(0),abroadexp,否,CN
SS1609382454367,character(0),overseaexpnum,没有国际经历,CN
SS1609382454367,character(0),firstlanguage,是,CN
SS1609382454367,character(0),monolingual,是，我是多语者,CN
SS1609382454367,character(0),targetlanguage,能,CN
SS1609382454367,character(0),objectiveses,有过一些研究生经历,CN
SS1609382454367,character(0),subjectiveses,6,CN
SS1609382677476,character(0),zipcode,4300,CN
SS1609382677476,character(0),resimobinum,2,CN
SS1609382677476,character(0),abroadexp,否,CN
SS1609382677476,character(0),overseaexpnum,没有国际经历,CN
SS1609382677476,character(0),firstlanguage,是,CN
SS1609382677476,character(0),monolingual,是，我是多语者,CN
SS1609382677476,character(0),targetlanguage,能,CN
SS1609382677476,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609382677476,character(0),subjectiveses,5,CN
SS1609383084698,character(0),zipcode,100022,CN
SS1609383084698,character(0),resimobinum,1,CN
SS1609383084698,character(0),abroadexp,否,CN
SS1609383084698,character(0),overseaexpnum,两段国际经历,CN
SS1609383084698,character(0),firstlanguage,是,CN
SS1609383084698,character(0),monolingual,是，我是多语者,CN
SS1609383084698,character(0),targetlanguage,能,CN
SS1609383084698,character(0),objectiveses,有过一些研究生经历,CN
SS1609383084698,character(0),subjectiveses,5,CN
SS1609383467951,character(0),zipcode,0727,CN
SS1609383467951,character(0),resimobinum,3,CN
SS1609383467951,character(0),abroadexp,否,CN
SS1609383467951,character(0),overseaexpnum,没有国际经历,CN
SS1609383467951,character(0),firstlanguage,是,CN
SS1609383467951,character(0),monolingual,是，我是多语者,CN
SS1609383467951,character(0),targetlanguage,能,CN
SS1609383467951,character(0),objectiveses,有过一些研究生经历,CN
SS1609383467951,character(0),subjectiveses,6,CN
SS1609383545426,character(0),zipcode,2731,CN
SS1609383545426,character(0),resimobinum,5,CN
SS1609383545426,character(0),abroadexp,否,CN
SS1609383545426,character(0),overseaexpnum,没有国际经历,CN
SS1609383545426,character(0),firstlanguage,是,CN
SS1609383545426,character(0),monolingual,不，我只说中文,CN
SS1609383545426,character(0),targetlanguage,能,CN
SS1609383545426,character(0),objectiveses,有过一些研究生经历,CN
SS1609383545426,character(0),subjectiveses,2,CN
SS1609383938335,character(0),zipcode,2734,CN
SS1609383938335,character(0),resimobinum,4,CN
SS1609383938335,character(0),abroadexp,否,CN
SS1609383938335,character(0),overseaexpnum,没有国际经历,CN
SS1609383938335,character(0),firstlanguage,是,CN
SS1609383938335,character(0),monolingual,不，我只说中文,CN
SS1609383938335,character(0),targetlanguage,能,CN
SS1609383938335,character(0),objectiveses,有过一些研究生经历,CN
SS1609383938335,character(0),subjectiveses,4,CN
SS1609384109788,character(0),zipcode,4000,CN
SS1609384109788,character(0),resimobinum,3,CN
SS1609384109788,character(0),abroadexp,否,CN
SS1609384109788,character(0),overseaexpnum,没有国际经历,CN
SS1609384109788,character(0),firstlanguage,是,CN
SS1609384109788,character(0),monolingual,是，我是多语者,CN
SS1609384109788,character(0),targetlanguage,能,CN
SS1609384109788,character(0),objectiveses,有过一些研究生经历,CN
SS1609384109788,character(0),subjectiveses,7,CN
SS1609385308642,character(0),zipcode,1008,CN
SS1609385308642,character(0),resimobinum,2,CN
SS1609385308642,character(0),abroadexp,否,CN
SS1609385308642,character(0),overseaexpnum,没有国际经历,CN
SS1609385308642,character(0),firstlanguage,是,CN
SS1609385308642,character(0),monolingual,是，我是多语者,CN
SS1609385308642,character(0),targetlanguage,能,CN
SS1609385308642,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609385308642,character(0),subjectiveses,6,CN
SS1609385581333,character(0),zipcode,100080,CN
SS1609385581333,character(0),resimobinum,3,CN
SS1609385581333,character(0),abroadexp,否,CN
SS1609385581333,character(0),overseaexpnum,一段国际经历,CN
SS1609385581333,character(0),firstlanguage,是,CN
SS1609385581333,character(0),monolingual,是，我是多语者,CN
SS1609385581333,character(0),targetlanguage,能,CN
SS1609385581333,character(0),objectiveses,有过一些研究生经历,CN
SS1609385581333,character(0),subjectiveses,5,CN
SS1609386384117,character(0),zipcode,5180,CN
SS1609386384117,character(0),resimobinum,2,CN
SS1609386384117,character(0),abroadexp,否,CN
SS1609386384117,character(0),overseaexpnum,没有国际经历,CN
SS1609386384117,character(0),firstlanguage,是,CN
SS1609386384117,character(0),monolingual,不，我只说中文,CN
SS1609386384117,character(0),targetlanguage,能,CN
SS1609386384117,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609386384117,character(0),subjectiveses,7,CN
SS1609387365186,character(0),zipcode,5450,CN
SS1609387365186,character(0),resimobinum,1,CN
SS1609387365186,character(0),abroadexp,否,CN
SS1609387365186,character(0),overseaexpnum,一段国际经历,CN
SS1609387365186,character(0),firstlanguage,是,CN
SS1609387365186,character(0),monolingual,不，我只说中文,CN
SS1609387365186,character(0),targetlanguage,能,CN
SS1609387365186,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609387365186,character(0),subjectiveses,6,CN
SS1609388348920,character(0),zipcode,2710,CN
SS1609388348920,character(0),resimobinum,4,CN
SS1609388348920,character(0),abroadexp,否,CN
SS1609388348920,character(0),overseaexpnum,没有国际经历,CN
SS1609388348920,character(0),firstlanguage,是,CN
SS1609388348920,character(0),monolingual,不，我只说中文,CN
SS1609388348920,character(0),targetlanguage,能,CN
SS1609388348920,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609388348920,character(0),subjectiveses,5,CN
SS1609390330971,character(0),zipcode,3624,CN
SS1609390330971,character(0),resimobinum,2,CN
SS1609390330971,character(0),abroadexp,否,CN
SS1609390330971,character(0),overseaexpnum,没有国际经历,CN
SS1609390330971,character(0),firstlanguage,是,CN
SS1609390330971,character(0),monolingual,不，我只说中文,CN
SS1609390330971,character(0),targetlanguage,能,CN
SS1609390330971,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609390330971,character(0),subjectiveses,6,CN
SS1609390524426,character(0),zipcode,1000,CN
SS1609390524426,character(0),resimobinum,4,CN
SS1609390524426,character(0),abroadexp,否,CN
SS1609390524426,character(0),overseaexpnum,没有国际经历,CN
SS1609390524426,character(0),firstlanguage,是,CN
SS1609390524426,character(0),monolingual,是，我是多语者,CN
SS1609390524426,character(0),targetlanguage,能,CN
SS1609390524426,character(0),objectiveses,有过一些研究生经历,CN
SS1609390524426,character(0),subjectiveses,5,CN
SS1609390607072,亚洲,zipcode,1014,CN
SS1609390607072,亚洲,resimobinum,3,CN
SS1609390607072,亚洲,abroadexp,是,CN
SS1609390607072,亚洲,overseaexpnum,没有国际经历,CN
SS1609390607072,亚洲,firstlanguage,是,CN
SS1609390607072,亚洲,monolingual,不，我只说中文,CN
SS1609390607072,亚洲,targetlanguage,能,CN
SS1609390607072,亚洲,objectiveses,四年/五年制大学本科学位,CN
SS1609390607072,亚洲,subjectiveses,2,CN
SS1609391110803,character(0),zipcode,1000,CN
SS1609391110803,character(0),resimobinum,2,CN
SS1609391110803,character(0),abroadexp,否,CN
SS1609391110803,character(0),overseaexpnum,没有国际经历,CN
SS1609391110803,character(0),firstlanguage,是,CN
SS1609391110803,character(0),monolingual,是，我是多语者,CN
