subject,culture,prompt,response,correct,coder
SS1651624230659,US,Description23,the color of the wheel on the boat,1,abc
SS1651678198123,US,Description23,The color of the paddle changes,1,abc
SS1651678202019,US,Description23,Color toggling of riverboat spindle from orange to blue,1,abc
SS1651678206055,US,Description23,the paddle on the boat is red in one photo and blue in the second photo,1,abc
SS1651678216185,US,Description23,unknown,0,abc
SS1651678216437,US,Description23,the color of the paddle on the boat,1,abc
SS1651678218891,US,Description23,the paddle wheel is a different color,1,abc
SS1651678220434,US,Description23,uknown,0,abc
SS1651678221331,US,Description23,the wheel is red and blue,1,abc
SS1651678224995,US,Description23,The spinner like infront of  the ship color diffrence,1,abc
SS1651678226524,US,Description23,the color blue and red different,1,abc
SS1651678227696,US,Description23,The wheel changes color,1,abc
SS1651678229872,US,Description23,the color of the ship rower,1,abc
SS1651678232565,US,Description23,paddlewheel changes color,1,abc
SS1651678239759,US,Description23,The blades at the back of the boat are red in one picture and blue in the other picture.,1,abc
SS1651678242246,US,Description23,colors of the flaps on the boat,1,abc
SS1651678243882,US,Description23,The color of the wheel is blue vs red,1,abc
SS1651678244241,US,Description23,The propeller on the boat is red in one picture and blue in the other.,1,abc
SS1651678245327,US,Description23,The color of the paddlewheel on the boat,1,abc
SS1651678246113,US,Description23,"one is powered by a big wheel propeller, the other does not",0,abc
SS1651678246330,US,Description23,The color of the wheel on the paddle boat changes from blue to red. ,1,abc
SS1651678248637,US,Description23,The steam wheel is a different color. ,1,abc
SS1651678248989,US,Description23,The paddle on the paddleboat,1,abc
SS1651678249603,US,Description23,The paddlewheel changes from red to blue!,1,abc
SS1651678250397,US,Description23,The wheel changes from red to blue,1,abc
SS1651678252363,US,Description23,The ferry wheel changed from blue to red.,1,abc
SS1651678252935,US,Description23,unknown,0,abc
SS1651678253736,US,Description23,unknown,0,abc
SS1651678256204,US,Description23,water propeller color changes from orange to blue,1,abc
SS1651678257395,US,Description23,The propeller is red in one photo and blue in the other. ,1,abc
SS1651678258791,US,Description23,Color of paddle wheel,1,abc
SS1651678259296,US,Description23,color of wheel changes,1,abc
SS1651678260164,US,Description23,color of water wheel,1,abc
SS1651678260331,US,Description23,The color of the paddle wheel is red in one photo and blue in the other.,1,abc
SS1651678260663,US,Description23,The rudder of the boat is blue instead of red.,1,abc
SS1651678261063,US,Description23,the color of the water wheel changes from blue to red,1,abc
SS1651678261912,US,Description23,the propeller is different colors,1,abc
SS1651678262590,US,Description23,water wheel is different colors ,1,abc
SS1651678262854,US,Description23,The color of the wheel changes,1,abc
SS1651678263725,US,Description23,watter wheel turns blue and red,1,abc
SS1651678265100,US,Description23,color of sternwheel,1,abc
SS1651678265263,US,Description23,The paddlewheel is blue in one picture and red in the other.,1,abc
SS1651678267011,US,Description23,The color of the boat's water wheel changes from blue to red.,1,abc
SS1651678267140,US,Description23,Paddle wheel is a different color,1,abc
SS1651678267405,US,Description23,the wheel on the boat is red in one pic and blue in the other,1,abc
SS1651678268119,US,Description23,Color of wheel changed.,1,abc
SS1651678270245,US,Description23,paddlewheel changes color,1,abc
SS1651678270524,US,Description23,The front of the boat is blue in one picture,1,abc
SS1651678271326,US,Description23,"The boat's paddle is differently colored, red in one and blue in the other.",1,abc
SS1651678274966,US,Description23,wheel is red or blue,1,abc
SS1651678278178,US,Description23,color of paddle wheel,1,abc
SS1651678298946,US,Description23,wheel turns blue,1,abc
SS1651678302508,US,Description23,The propeller looking thing on the boat changes colors from red to blue.,1,abc
SS1651678327719,US,Description23,the water wheel changes between blue and red,1,abc
SS1651678328286,US,Description23,The water wheel of the boat changes from blue to red,1,abc
SS1651678331156,US,Description23,The water wheel at the front is red and blue,1,abc
SS1651678353530,US,Description23,the color of the water wheel,1,abc
SS1651678384991,US,Description23,The system that drives the boat is a different color in each photo,1,abc
SS1651678386286,US,Description23,it goes from red to blue on the ferry,1,abc
SS1651678409670,US,Description23,blue vs red propellor,1,abc
SS1651678434328,US,Description23,the paddle wheel color is different,1,abc
SS1651678459452,US,Description23,"The wheel of the boat is red in one image, blue in the other",1,abc
SS1651678462364,US,Description23,"The paddle wheel changes colors, blue to orange.",1,abc
SS1651678474300,US,Description23,wheel color,1,abc
SS1651678537895,US,Description23,The color of the paddle wheel is changing.,1,abc
SS1651678538948,US,Description23,paddle wheel changed from red to blue,1,abc
SS1651678556653,US,Description23,Color of water wheel.,1,abc
SS1651678559284,US,Description23,The wheel on the back of the boats are different colors,1,abc
SS1651678574838,US,Description23,Color of paddle wheel.,1,abc
SS1651678625157,US,Description23,The steamboat wheel is blue in one and red in the other,1,abc
SS1651678626616,US,Description23,The wheel of the boat changes from red to blue between pictures.,1,abc
SS1651678637077,US,Description23,the paddle wheel color,1,abc
SS1651678701050,US,Description23,The wheel is red and blue on the steamboat in the 2 pictures,1,abc
SS1651678717637,US,Description23,color of paddle boat wheel changes from red to blue,1,abc
SS1651678770686,US,Description23,"the riverboat paddelwheel changes from colors, blue and red",1,abc
SS1651678809453,US,Description23,the color of the paddle wheel,1,abc
SS1651678955017,US,Description23,The paddlewheel color changes from blue to red and back again.,1,abc
SS1651679034205,US,Description23,wheel on the front of the boat changes colors.,1,abc
SS1651679448134,US,Description23,The color of the paddle wheel,1,abc
SS1651679534071,US,Description23,the fairy wheel changes from blue to red,1,abc
SS1651679569580,US,Description23,color of paddle wheel,1,abc
SS1651679629301,US,Description23,red and blue,1,abc
SS1651679984067,US,Description23,color changing in front of ship,1,abc
SS1651680129189,US,Description23,boat wheel color ,1,abc
SS1651680530568,US,Description23,different color sternwheel,1,abc
SS1651680818305,US,Description23,color changes on the thing on the back,1,abc
SS1651680994828,US,Description23,The wheel in different colors,1,abc
SS1651681877580,US,Description23,wheel changes color,1,abc
SS1651682805154,US,Description23,color change front of boat,1,abc
SS1651687447221,US,Description23,the water wheel on the boat is blue then the other is red,1,abc
SS1651689857645,US,Description23,unknown,0,abc
SS1651690446636,US,Description23,paddlewheel changed colors,1,abc
SS1651690626669,US,Description23,the water wheel of the boat changes colors,1,abc
SS1651690672320,US,Description23,The wheel is either red or blue.,1,abc
SS1651690674639,US,Description23,color of wheel,1,abc
SS1651690678231,US,Description23,spinning wheel is blue/red,1,abc
SS1651690678388,US,Description23,The steamboats water wheel changes colors from one frame to the next.,1,abc
SS1651690681690,US,Description23,propellor color,1,abc
SS1651690683219,US,Description23,"The paddle wheel is blue on one boat, and red on the other.",1,abc
SS1651690685286,US,Description23,the paddle wheel color changes from red to blue,1,abc
SS1651690687499,US,Description23,boat wheel blue/orange,1,abc
SS1651690687538,US,Description23, paddle wheel orange then blue,1,abc
SS1651690691047,US,Description23,propeller on ferry changed from blue to red,1,abc
SS1651690691327,US,Description23,color of water wheel,1,abc
SS1651690698980,US,Description23,wheel color,1,abc
SS1651690706045,US,Description23,paddle wheel changed color,1,abc
SS1651690707343,US,Description23,the color of the wheel,1,abc
SS1651690707467,US,Description23,wheel turns red,1,abc
SS1651690708015,US,Description23,paddle wheel is blue in one image and red in the other,1,abc
SS1651690711805,US,Description23,Color of the engine,1,abc
SS1651690714289,US,Description23,on the white boat the paddles is red and in the other picture the paddle is blue,1,abc
SS1651690719363,US,Description23,the water wheel is red in one picture and blue in the other,1,abc
SS1651690719510,US,Description23,boat wheel is red and blue,1,abc
SS1651690723933,US,Description23,Color,1,abc
SS1651690727662,US,Description23,The spinner thing on the boat changes from blue to red.,1,abc
SS1651690727759,US,Description23,propellor color,1,abc
SS1651690729593,US,Description23,The wheel on the boat is red in one and blue in the other,1,abc
SS1651690730467,US,Description23,the wheel thing has changed from red to blue,1,abc
SS1651690731537,US,Description23,The wheel on back of the ship changes from red to blue.,1,abc
SS1651690732177,US,Description23,color of rotor thing on boat,1,abc
SS1651690735020,US,Description23,water wheel,1,abc
SS1651690735532,US,Description23,The paddle changed colors,1,abc
SS1651690737808,US,Description23,The wheel changed from red to blue.,1,abc
SS1651690740366,US,Description23,The propellers are blue instead of red. ,1,abc
SS1651690741486,US,Description23,paddlewheel changes from blue to red and back,1,abc
SS1651690741942,US,Description23,The colors on the front of the boat.,1,abc
SS1651690743939,US,Description23,The paddlewheel changed colour,1,abc
SS1651690748106,US,Description23,the color of the spinning paddle thing on the boat,1,abc
SS1651690758188,US,Description23,color of paddles changed,1,abc
SS1651690762770,US,Description23,The wheel of the steamboat is blue or red ,1,abc
